No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,image,gender
776,HRMN-0776,Helios,Elvicto,128000,35,XDP,Cyclamen,"Ciste, Labdanum","Musky, Cedarwood, Vanilla",Night,https://images.tokopedia.net/img/cache/900/hDjmkQ/2023/11/24/537281b6-0376-47f2-8b8f-23bda7c2c47e.jpg,Male
777,HRMN-0777,Suit & Tie,Elvicto,128000,35,XDP,"Lemon, Bergamot, Basil","Lavender, Orange Blossom, Clary Sage","Cedarwood, Patchouli, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/19/fe5d8fb6-8ba7-4ca1-99b2-1c8dfd68ce62.png,Male
778,HRMN-0778,Beach Club,Elvicto,128000,35,XDP,"Blackcurrant, Mandarin, Orange","Coconut, Peach, White Flowers","Musks, Vanilla",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/28/37cd5a34-c7cb-4ea2-876f-d2c7bbf20eec.png,Female
779,HRMN-0779,Escobar,Elvicto,128000,35,XDP,"Grapefruit, Pear, Black Tea","Lavender, Fern, Pepper","Precious Woods, Musks, Leather",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/2/5/bcd9968f-0d49-469f-bc48-446a142854b2.png,Male
780,HRMN-0780,Haluu,Elvicto,128000,35,XDP,"Saffron, Fir, Bergamot, Nagarmotha","Oud, White Floral, Tageta","Amber, Musk, Caramel Cedar, Moss",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/11/13/6e96cbd4-bf39-4fe4-9cdb-2b057d676373.png,Unisex
781,HRMN-0781,420,Filosophia,450000,100,EDP,"Clary Sage, Petitgrain","420 Leaf Accord, Geranium","Guaiac Wood, Vanilla, Fir Balsam, Patchouli, Vetiver, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/5/4/ca7a1608-4ada-4006-94f5-8e575cc2ac2a.png,Unisex
782,HRMN-0782,Twilight,Hindsight,429000,50,EDP,"Cinnamon, Dates, Bergamot","Caramel, Tuberose, Rose Absolute","Balinese Vanilla, Tonka Bean, Sumatran Benzoin",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/17/9b5299bf-eae1-4354-bf55-66ee7d8fe9ac.jpg,Unisex
783,HRMN-0783,Beauquet,Hindsight,449000,50,XDP,"Tuberose, Clary Sage, Bergamot","Orange Blossom, Jasmine, Ylang Ylang","Vetiver, Balinese Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/11/11/4619d493-c3e1-4af7-9268-c114be328993.jpg,Female
784,HRMN-0784,Tangelo,Hindsight,389000,50,EDP,"Tangelo, Blackcurrant, Fig","Jasmine Sambac, Coconut, Tuberose","Tonka Bean, Patchouli, Amberwood, Balinese Vanilla",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/11/11/41733a2c-59ee-4023-bf80-5b9bcb5fd1cb.jpg,Unisex
785,HRMN-0785,Muskmallow,Hindsight,389000,50,EDP,"Bergamot, Neroli, Petitgrain","Orange Blossom, Whipped Cream Accord","Heliotrope, Tonka Bean, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/11/10/541e1845-46ac-4698-848c-cb086ee1f671.jpg,Female
786,HRMN-0786,Enchantee,KIYO+,219000,50,EDP,"Lemon, Mandarin, Pink Pepper","Guava, Freesia, Jasmine, Cassis","Clearwood, Musk, Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/3/4c12b7c9-5a28-415f-87d6-42db4afe336a.jpg,Female
787,HRMN-0787,Memoire,KIYO+,219000,50,EDP,Pink Pepper,"Coffee, Almond, Licorice","Vanilla, Patchouli, Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/8/23/f934158b-21b4-4fab-8427-7a2a83e7e707.jpg,Female
788,HRMN-0788,Missing Heirloom,Le Secre,189000,30,EDP,Narcissus,Coconut Water,"Cashmeran, Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/31/04b8130c-62e8-4c1b-8804-4a5759a73daa.jpg,Unisex
789,HRMN-0789,Down The Aisle,Le Secre,189000,30,EDP,"Mandarin, Blackcurrant, Black Pepper","Rose, Osmanthus, Peony","Sandalwood, Patchoulli, Musky",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/4/ff55f7d4-4fd7-4e3e-a262-bf12c45904c5.jpg,Female
790,HRMN-0790,Glams,Odore,132300,60,EDP,"Pear, Jasmine, Ambrette","Ylang-Ylang, Narcissus, Rose","Patchouli, Moss",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/25/bdbb48b1-d9a0-439a-966f-0599406d1689.jpg,Female
791,HRMN-0791,Classe,Odore,220500,60,EDP,Red Apple,"Peony, Rose, Carnation, Jasmine",Suede,Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/25/63e7b5bf-eff3-4d0b-b26b-caebed24c96b.jpg,Female
792,HRMN-0792,Joye,Odore,220500,60,EDP,"Pear Skin, Bergamot, Apple","Jasmine, Lily Of The Valley, Violet","Woody, Ambery, White Musks, Vanilla, Cooked Sugar",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/17/dc2ab3b6-85ff-4679-ac45-f01cdd6e0ba4.jpg,Female
793,HRMN-0793,Sesa,OUDS,150000,35,EDP,"Cardamom, Black Pepper","Iris, Violet, Geranium, Mint","Amber, Cedar, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/24/84ecf577-f7ce-468d-81a9-559b845e41ee.jpg,Unisex
794,HRMN-0794,Nerd,OUDS,150000,35,EDP,"Chocolate, Lavender","Honey, Geranium, Jasmine","Musk, Sandalwood, Tonka Bean, Vetiver, Agarwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/21/6e3e4de7-72e5-47a3-8463-bfd9b36023f2.jpg,Female
795,HRMN-0795,Nusa,OUDS,150000,35,XDP,"Bergamot, Mango, Chamomile, Bulgarian Rose","Hedlone, Gualac Wood","Papyrus, Agarwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/21/3a35164f-756c-4876-b600-d380c058ddc2.jpg,Unisex
796,HRMN-0796,Strangers,Permenent,299000,50,XDP,"Cardamon, Mimosa, Violet Leaf, Lemon, Mandarin, Grapefruit","Rose Turkish, Cyclamen, Freesia, Cumin, Muguet, Magnolia","Musk, Vanilla, Tonka Bean, Heliotrope, Cedar, Sandal",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/5/4/b4c23dd9-24d3-4c13-90b4-11ed4444d39b.jpg,Female
797,HRMN-0797,Beloved,Permenent,299000,50,XDP,"Mandarin, Bergamot, Ozone, Blackcurrant, Gardenia","Jasmine, Neroli, Rose, Muguet, Prune, Lactone","Musk, Sandal, Amber, Vanilla, Moss, Benzoin",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/5/4/3e23bc28-355e-4061-9ada-b9f8bc4a6d4a.jpg,Female
798,HRMN-0798,Woods,Permenent,239000,50,XDP,"Bergamot, Clove, Blackpepper","Vetiver, Olibanum, Cedar, Labdanum","Guaiac, Amber, Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/29/15986915-34fb-40c0-aa37-ae51381532b0.jpg,Male
799,HRMN-0799,Sweet,Permenent,239000,50,XDP,"Green Pear, Bergamot, Violet, Mandarin, Rosemary, Pepper, Clary Sage","Magnolia, Sandalwood, Rose, Muguet, Carnation","Amber, Cedar, Musk, Vanilla, Moss, Sandal Wood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/20/e608f41d-9131-4bf1-b822-e57ed425711e.jpg,Female
800,HRMN-0800,Es Teh Pandan,Semerbak,199000,50,XDP,"Lavender, White Tea, Mint","Pandan, Rose, Green Tea","Sandalwood, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/8/0daab6d5-b968-46c6-a859-a1d047b71b65.jpg,Unisex
801,HRMN-0801,Tapak Rinjani,Semerbak,185000,50,XDP,Black Tea,"Clove, Leather","Patchouli, Tonka Bean, Tobacco",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/17/bf57e195-0e1f-49a7-8253-7db34148918c.jpg,Male
802,HRMN-0802,Nyiur Bersemi,Semerbak,185000,50,XDP,"Strawberry, Osmanthus, White Tea","Coconut, Freesia, Lily Of The Valley","Sandalwood, Amber",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/17/c87a4d9c-d113-4b65-976c-e03fc7e3cc92.jpg,Female
803,HRMN-0803,Candra Kirana,Semerbak,199000,50,XDP,"Rose, Raspberry, Jasmine","Tuberose, Magnolia, Cucumber","Vanilla, Buttercream, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/21/05c4cb31-1f9f-442f-a0ba-21651c21ff5e.jpg,Female
804,HRMN-0804,Asmoro Bangun,Semerbak,199000,50,XDP,"Mandarin, Grapefruit, Blackcurrant, Ginger","Ocean, White Tea, Sakura","Oakmoss, Tobacco Cedarwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/21/2a8e2726-59f3-45a1-b214-dfff6ad7d8e7.jpg,Male
805,HRMN-0805,Tepian Embun,Semerbak,120000,30,EDP,"Peony, Osmanthus","Green, Citrus","Agarwood, Musk, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/21/5349af31-422f-485f-bfcb-87c81cbc600d.jpg,Unisex
806,HRMN-0806,Flora Notes,Boura,135150,30,EDP,"Linden Blossom, Lily Of The Valley, Lilac, Bergamot","Jasmine, Tuberose, Ylang Ylang, Nutmeg, Carnation","Musk, Iris, Vanilla, Cloves , Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/8/6/3f899fb2-dbf4-45a3-bb87-ced0ad71cb82.jpg,Female
807,HRMN-0807,Bibliosmia,Boura,220150,50,EDP,"Neroli, Cardamom, Plum, Forest Fruits","Franggipani, Geranium, Mate, Vanilla","Amber, Patchouli, Cashmeran, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/5/3d7b55e5-0044-41db-aa5e-97662cf070f1.jpg,Male
808,HRMN-0808,Majestic Night,Boura,207200,50,EDP,"Lavender, Apricot, Bergamot","Clove, Cinnamon, Lily Of The Valley, Jasmine","Amber, Patchouli, Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/5/73148ffe-3fd5-42f6-a5db-0161ff2599f4.jpg,Unisex
809,HRMN-0809,Ellinika Doors,Boura,220150,50,EDP,"Raspberry, Strawberry, Grapefruit, Pear","Lily, Freesia, Rose","Rhuburb, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/6/5/02e346e2-07cd-4a16-a370-8cb5cd451b42.jpg,Female
810,HRMN-0810,Visco Garden,Boura,220150,50,EDP,"Lemon, Bergamot, Bitter Oranges","Rose, Juniper Berry, Jasmine","Balsam Fir, Musk, Ambergis",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/21/fe392fbd-43de-4f4b-a7c0-17f523501c2c.jpg,Female
811,HRMN-0811,Living Montage,Boura,233100,50,EDP,"Wild Berries, Oranges Blossom, Tangerine, Lime","Caramel, Pear, Jasmine","Madagascar Vanilla, Licorine, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/20/ecc4a981-9d30-42e2-ae9b-ad52cd1f0ed2.jpg,Female
812,HRMN-0812,Noisy Bathroom,Boura,220150,50,EDP,"Star Anise, Fennel, Pineapple, Amalfi Lemon","Cotton Flower, Jasmine, Virginia Cedar, Patchouli",-,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/17/82fb1417-f655-4fcd-ab81-c8a1746f6b5d.jpg,Female
813,HRMN-0813,24 Hours,Mandalika,810000,100,EDP,"Cardamom, Lemon, Pear","Iris, Cinnamon, Lavender","Vanilla, Amber, Cedar",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/7ef50a58e980497cb1303282f577da3d~.jpeg,Male
814,HRMN-0814,Mr Fantastic,Mandalika,853000,100,EDP,"Saffron, Pineapple, Orange","Amber, Birch Wood, Rose","Musk, Vanilla, Fragrant Pine Needle",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/83fada0adf8343399d8ea3d27bafae0e~.jpeg,Female
815,HRMN-0815,Morning Grass,Mandalika,810000,100,EDP,"Green Apple, Bergamot, Mandarin Orange","Citrus Leaves, Pine, Violet, Cashmeran","Musk, Amber, Oakmoss",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/8c08cb06d97f41fc8f4e43cc7e1a8845~.jpeg,Male
816,HRMN-0816,Rebel,Mandalika,810000,100,EDP,Grapefruit,"Pink Pepper, Geranium, Black Pepper","Leather, Vetiver",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/46cb8e0c682d4234aeeeb7acfd137f3e~.jpeg,Male
817,HRMN-0817,Yes I Am,Mandalika,810000,100,EDP,"Cardamom, Coriander, Menthol","Rhubarb, Lily, Rose","Oakmoss, Sandalwood, Lemongrass",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/33211a87faa84fe5bd601933f8b93db5~.jpeg,Male
818,HRMN-0818,Seduction,Mandalika,526500,100,EDP,"Goji Berry, Apricot Nectar, Pink Pepper","Rubber Seed, Coffee, Calla Lily","Sandalwood, Saffron, Milk, Amber",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/8b9fb22b8e174c13a1be00608cda9367~.jpeg,Female
819,HRMN-0819,The Only One,Mandalika,862500,100,EDP,"Peach, Apple Blossom","Pineapple Flower, Oud","Musk, Patchouli, Rose",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a23852b7f5bb48348bf372e83b91d444~.jpeg,Female
820,HRMN-0820,Only The Brave,Mandalika,526500,100,EDP,"Tobacco, Cardamom","Cedarwood, Sandalwood","Vanilla, Musk",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/87967496239742338b2efeb63e37ba3c~.jpeg,Male
821,HRMN-0821,Holy Sweet,Mandalika,591500,100,EDP,"Raspberry, Strawberry, Cherry","Jasmine, Violet","Musk, Amber, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/fffac28420824180b89a6b1b196a5897~.jpeg,Female
822,HRMN-0822,Romantica Exotica,Mandalika,210000,10,EDP,"Pear, Strawberry, Raspberry","Jasmine, Peony, Orange Blossom","Patchouli, Musk Blossom, Ambroxan",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/893be28de38c4c38a2931f23861e4720~.jpeg,Female
823,HRMN-0823,Vanilla Mango,Mandalika,210000,10,EDP,"Mango, Bergamot, Mandarin Orange","Olibanum, Apple Blossom, Jasmine","Musk, Vanilla, Cedarwood",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a3a5b26f3ac845a38758f74e65ae04bf~.jpeg,Female
824,HRMN-0824,Remember Me,Mandalika,810000,100,EDP,"Pear, Poppy, Daffodil","Tuberose, Musk, Jasmine","Patchouli, Vetiver",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/9dbe38b1e9594361ad981857f0f13285~.jpeg,Female
825,HRMN-0825,Forbidden Temtation,Mandalika,810000,100,EDP,"Blackcurrant, Pear, Red Pepper, Pineapple","Jasmine, Rose, Heliotrope, Grapefruit","Vanilla, Amber, Cedarwood, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/37446f28cc75486bbe8b3848fc4d4aff~.jpeg,Female
826,HRMN-0826,Princess,Mandalika,210000,10,EDP,"Bergamot, Lychee","Turkish Rose, Lily, Nutmeg","Vanilla, Amber, Cedarwood",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/c733612a4b344d639e881503487affe1~.jpeg,Female
827,HRMN-0827,Irrestible,Mandalika,526500,100,EDP,"Mandarin Orange, Lemon, Lavender, Blackcurrant","Jasmine, Pear, Orange Blossom, Petitgrain","Vanilla, Amber, Musk, Cedarwood",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a73192880d36489fad2c48a475e6c2f8~.jpeg,Female
828,HRMN-0828,Gorgeous,Mandalika,210000,10,EDP,"Mandarin Orange, Bergamot, Red Berries","Jasmine, Tuberose, Orange Blossom","Vanilla, Musk Blossom, Cedarwood",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/223bafa448c14790a0ea3170bafa04c5~.jpeg,Female
829,HRMN-0829,Sweet Cheery,Mandalika,210000,10,EDP,"Blackcurrant, Cherry, Red Pepper","Rose, Lily, Sambac Jasmine","Vanilla, Vetiver, Orris Flower",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/bdfc434024cc4c97b2c7cb6d08241792~.jpeg,Female
830,HRMN-0830,N°1,Mandalika,591500,100,EDP,"Ginger, Bergamot","Violet, Sage","Amber, Cedarwood, Musk",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/4600f01b1a26401f8c7bd8a336362180~.jpeg,Male
831,HRMN-0831,Hypnotized,Mandalika,526500,100,EDP,"Bergamot, Plum","Hazelnut, Honey","Amber, Cedarwood, Patchouli",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/06c0fd56587541518d108637079da49a~.jpeg,Male
832,HRMN-0832,Icon,Mandalika,810000,100,EDP,"Grapefruit, Lemon, Lime","Apple, Lily, Pink Pepper","Amber, Musk, Leather, Labdanum",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/dc8b71ddc7aa45978fe79738412e1464~.jpeg,Unisex
833,HRMN-0833,Hedonist,Jayrosse,109000,30,XDP,"Sicilian Orange, Calabrian Bergamot, Sicilian Lemon",Fruity Mediterranean Notes,"White Musk, Madagascar Vanilla, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/10/8315d2fe-e93e-4cfd-a71c-d90a040b8da0.jpg,Male
834,HRMN-0834,Habibi,Jayrosse,89000,30,EDP,"Citrus , Grass","Roasted Coffee ,Woody",Caramel Vanilla,Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/13/89a64068-1218-4084-972e-aa2477f76232.png,Male
835,HRMN-0835,Gale,Jayrosse,89000,30,EDP,"Pink Pepper, Juniper, Violet","Toffee, Cinnamon, Lavender, Sage","Vanilla, Amber, Tonka Bean, Suede",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/11/9a2be2e3-197f-4528-a80e-8b44f160f8e0.jpg,Male
836,HRMN-0836,Bruce,Jayrosse,89000,30,EDP,"Pear, Lavender, Mint, Bergamot, Lemon","Cinnamon, Clary Sage, Caraway","Black Vanilla Husk, Amber, Patchouli, Cedar",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/8/14/9e7b4d67-01dc-4e2f-845d-b48a99288618.jpg,Male
837,HRMN-0837,Grey,Jayrosse,89000,30,EDP,"Plum, Ozonic Notes, Grapefruit, Bergamot","Hazelnut, Honey, Cedar, Cashmere Wood, Orange Blossom","Amberwood, Patchouli, Oakmoss, Vetiver",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/11/e98ebbbf-e004-4889-93f1-e6f3f83662b6.jpg,Male
838,HRMN-0838,Luke,Jayrosse,89000,30,EDP,"Citron, Calabrian Bergamot, Sicilian Orange","Tunisian Neroli, Nigerian Ginger, Ceylon Cinnamon","Chinese Black Tea, Ambroxan, Guaiac Wood, Olibanum",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/2/13/f016e846-8c56-437f-8556-4fe74d04f319.jpg,Male
839,HRMN-0839,Noah,Jayrosse,89000,30,EDP,"Mint, Green Apple, Lemon","Tonka Bean, Ambroxan, Geranium","Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/6/ffcd105b-4555-4a01-acc9-aab07f342e7f.jpg,Male
840,HRMN-0840,Rouge,Jayrosse,89000,30,EDP,"Calabrian Bergamot, Pepper","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, Elemi","Ambroxan, Cedar, Labdanum",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/6/8f6e6ce6-28d5-453d-8883-3a6f685e3b60.jpg,Male
841,HRMN-0841,About Her,Raine Beauty,284000,50,EDP,"Coriander, Bergamot, Pepper","Jasmine, Almond, Laurel Blossoms","Vanilla, Tonka Bean, Musks",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/e48ddbea389f4669854cd6cd2ecd5d3f~.jpeg,Female
842,HRMN-0842,Closer Still,Raine Beauty,284000,50,EDP,"Turkish Rose, Apple, Pink Pepper","Raspberry, Rose Petals, Clove, White Flower","Wood, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/934b19522d374412a97f816a3388ce1a~.jpeg,Female
843,HRMN-0843,She Blooms,Raine Beauty,284000,50,EDP,"Lotus Leaves, Lemon Blossom, Yellow Fruits","White Flower, Mugane, Rose Petals, Tulip","Mimosa Powder, Precious Wood, Satin Musk",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/51f11bca9c324f5187da6ff9acf13c63~.jpeg,Female
844,HRMN-0844,Madhava,Hipnoza,219000,30,EDP,"Lemon, Grapefruit, Bergamot","Aromatic, Pepper, Pine, Coriander","Ambergris, Oakmoss, Powdery, Marine",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/10/5cba554b-2303-4c03-8e7a-cda5dd7dffeb.jpg,Unisex
845,HRMN-0845,Isaga,Hipnoza,219000,30,EDP,"Oud, Rose, Guaiac Wood, Cedarwood, Musky","Oud, Rose, Guaiac Wood, Cedarwood","Oud, Rose, Guaiac Wood, Cedarwood, Patchouli",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/10/358d73fe-798e-48a6-8f92-683b776ed1a8.jpg,Unisex
846,HRMN-0846,Eleven,Hipnoza,219000,30,EDP,"Orange, Bergamot, Lactone, Milky","Vanilla, Jasmine, Damson, Coumarin","Vanilla, Coconut, Milky, Powdery",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/10/163fe8a2-935f-4f6d-b027-b5e54c0556ed.jpg,Female
847,HRMN-0847,Seven,Hipnoza,299000,50,EDP,"White Floral, Melon, Rose, Freesia","Rose, Ambergris, Saffron","Agarwood, Ambergris, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/24/61818b27-8dad-4316-9b60-8f93ec98c7a0.png,Unisex
848,HRMN-0848,Nine,Hipnoza,64900,5,EDP,"Melon, Bergamot, Grapefruit","Vanilla, Rose, Sandalwood","Vanilla, Rose, Powdery",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/2/13/52e44a11-d6fa-4ec8-b4b7-64ffed458663.jpg,Female
849,HRMN-0849,Orion,Velixir,445000,100,EDP,"Bergamot, Cinnamon","Bourbon Vanilla, Praline, Ambroxan","Woody Notes, Amber, Musk, Heliotrope",Versatile,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/bff8408f-aac2-4294-92e2-264dba5ef6b6.jpg.webp?ect=4g,Unisex
850,HRMN-0850,Helios,Velixir,445000,100,EDP,"Coconut, Mint, Green Notes","Fig, Marine Notes","Woody Nites, Tonka Bean, Vetiver",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/103e7a1b-f84d-4fdf-872e-20b2b045e623.jpg.webp?ect=4g,Unisex
851,HRMN-0851,Galatea,Velixir,445000,100,EDP,"Biscuit, Caramel","Milk, Honey, White Sugar, Tonka Bean","White Musk, Vanilla, Praline, Amber",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/e7c118bf-15a1-4032-ab01-fce59584fd3e.jpg.webp?ect=4g,Unisex
852,HRMN-0852,Adonis,Velixir,445000,100,EDP,"Lavender, Bergamot, Mint","Madagascar Vanilla, Benzon Base","Amber, Tonka Bean, Woody Notes",Night,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/e3ac1054-28c8-4bf5-b0ab-54032504c187.jpg.webp?ect=4g,Unisex
853,HRMN-0853,Athena,Velixir,445000,100,EDP,"Litchi, Rhubarb, Grapefruit","Bulgarian Rose, Freesia, Vanilla","Orris Root, Musk, Akigalawood, Vetiver",Day,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/2/27/1e9f024e-0829-44b8-8577-5a63e4999d73.jpg.webp?ect=4g,Unisex
854,HRMN-0854,Garden of Words,Xociety,228900,50,EDP,"Bergamot, Rhubarb, Grapefruit, Pear, Pineapple, Lemon, Mint, Apple","Jasmine, Violet, Rose, Lily Of The Valley, Blackcurrant, Coconut, Orange Blossom","Peach, Sandalwood, Vanilla, Raspberry, Marine, Caramel, Orcanox, Amber Wood, Musk",Versatile,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/d39411a235b94ff9a4528699c5571498~.jpeg.webp?ect=4g,Unisex
855,HRMN-0855,CORPORAT,Xociety,249000,50,EDP,Pineapple,Ylang-Ylang,Amberwood,Day,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/49ff0474543c4a679019084f366ae251~.jpeg.webp?ect=4g,Unisex
856,HRMN-0856,COPIUM,Xociety,249000,50,EDP,Chamomile,Pear,"Sandalwood, Musk",Night,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/00b9610ca7854277a35ca52944366f7b~.jpeg.webp?ect=4g,Unisex
857,HRMN-0857,Sixty Nine Degrees,Naisday,105000,30,XDP,"Peach, Rhubarb, Pear, Green Melon","Jasmine, Freesia, Rose, Lily Of The Valley","Patchouli, Sandalwood, Musks, Cashmere Floral, Oriental Scent",Day,https://images.tokopedia.net/img/cache/900/hDjmkQ/2025/2/12/80dec153-b9b2-4314-9dc9-0ab3bee5ad4a.jpg,Unisex
858,HRMN-0858,Intimate Moment,Naisday,111000,30,XDP,Apple,"Rose, Jasmine Peony","Vanilla Bean, Amber Floral, Oriental Scent",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2025/2/12/d89ca666-6cd7-45a1-8fb0-6cbd6f7439d4.jpg,Unisex
859,HRMN-0859,Wonka,Naisday,110000,30,XDP,Caramel,"Coumarin, Madu","Vanila, White Musks",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/12/11/5c456f9a-8e57-4df7-a502-8d1edd1f719e.jpg,Unisex
860,HRMN-0860,Thousand Kisses,Naisday,95000,30,XDP,"Green Apple, Pear, Lemonade Accord, Mint Leaves","Rose, Lily Of The Valley, Fresh Flowers","Cedarwood, Moss, Woody Amber, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/12/11/4ba08d5c-a8d1-4566-bb2f-b08ce89d5c0b.jpg,Unisex
861,HRMN-0861,Scandalicious,Naisday,104000,30,XDP,"Bergamot, Grapefruit, Pepper, Fig, Watery","Violet, Patchouli, Fennel, Geranium","Tonka Bean, Vetiver, Incense, Musks",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/12/11/d99a8f24-fb98-4e34-9275-b6b715ea8467.jpg,Unisex
862,HRMN-0862,Wish of Tomorrow,Naisday,115000,30,XDP,"Bergamot, Grapefruit, Pear, Blackcurrant","Jasmine, Violet, Lily Of The Valley, Orange Blossom","Patchouli, Vanilla, Moss, Amber",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/12/11/8bf576ee-0953-4428-b130-50a64190e6c9.jpg,Unisex
